rxn_id	kegg_reaction_id	ec_code	substrates	products
MAR08606	R01151	1.4.3.22	C00001;C00007;C00134	C00555;C00080;C00027;C00014
MAR08608	R02894	1.4.3.3	C00763;C00007	C03564;C00080;C00027
MAR08609	R01251	1.5.1.2	C03912;C00080;C00005	C00006;C00148
MAR08610	R10507	1.5.99.8	C00016;C00148	C03912;C01352;C00080
MAR08611	R10507	1.5.99.8	C00016;C00148	C03912;C01352;C00080
MAR04285	R00713	1.2.1.24	C00001;C00003;C00232	C00080;C00004;C00042
MAR00457	R01514	2.7.1.31	C00002;C00258	C00197;C00008;C00080
MAR00460	R01514	2.7.1.31	C00002;C00258	C00197;C00008;C00080
MAR03752	R02660	1.3.8.5	C01352;C03460	C00016;C00630
MAR03770	R04095	1.3.8.4	C03069;C01352	C00016;C02939
MAR03784	R03172	1.3.8.5	C01033;C00016	C01352;C03345
MAR03839	R01513	1.1.1.95	C00197;C00003	C03232;C00080;C00004
MAR03841	R04173	2.6.1.52	C03232;C00025	C01005;C00026
MAR03843	R00582	3.1.3.3	C01005;C00001	C00009;C00065
MAR03845	R00945	2.1.2.1	C00065;C00101	C00143;C00037;C00001
MAR03847	R00371	2.3.1.29	C00010;C03508	C00024;C00037
MAR03849	R00610	1.5.3.1	C00016;C00001;C00213	C01352;C00067;C00037
