rxn_id	kegg_reaction_id	ec_code	substrates	products
MAR01941	R04163	1.1.1.145	C05485;C00003	C03205;C00080;C00004
MAR01942	R03851	1.14.15.4	C03205;C00080;C00007;C00138	MAM01614c;C00001;C00139
MAR01943	R08943	1.14.13.100	C00080;C00005;C00007;C01953	C18038;C00001;C00006
MAR01948	R04675	1.14.99.10	C05138;C00080;C00005;C00007	C05487;C00001;C00006
MAR01949	R04849	1.1.1.145	C05487;C00003	C05488;C00080;C00004
MAR01950	R04850	1.14.15.4	C05487;C00080;C00007;C00138	C05489;C00001;C00139
MAR01951	R02840	1.1.1.145	C05489;C00003	C00735;C00080;C00004
MAR01989	R03329	1.14.15.4	C01176;C00080;C00005;C00007	C05497;C00001;C00006
MAR01990	R02838	1.14.99.10	C00735;C00001;C00006	C05497;C00080;C00005;C00007
MAR01991	R04852	1.14.99.9	C05497;C00001;C00006	C05498;C00080;C00005;C00007
MAR01992	R03849	1.14.99.10	C05498;C00080;C00005;C00007	MAM01614c;C00001;C00006
MAR01993	R02218	1.14.15.4	C00080;C00005;C00007;C00410	C05498;C00001;C00006
MAR02002	R02208	1.3.1.30	C03681;C00006	C00080;C00005;C00410
MAR02003	R08957	1.1.1.213	C13712;C00006	C03681;C00080;C00005
MAR04766	R02389	2.4.1.17	C00486;C00167	C05787;C00015
MAR06793	R03539	1.11.1.8	C01382;C00082	C02515;C00080;C05590
MAR06794	R03973	1.11.1.8	C02515;C01382	C01060;C00080;C05590
MAR06795	R03208	1.11.1.8	C01060;C00027	C02218;C00001;C01829
MAR07648	R03091	2.4.1.17	C00951;C00167	C05503;C00015
MAR07930	R02216	5.3.3.1	C00003;C01953	C00080;C00004;C00410
MAR07931	R02216	5.3.3.1	C00003;C01953	C00080;C00004;C00410
MAR07939	R03327	5.3.3.1	C05138;C00003	C01176;C00080;C00004
MAR07942	R02836	1.1.1.146	MAM01616r;C00080;C00005	C00735;C00006
MAR07943	R02834	1.1.1.-	MAM01616r;C00080;C00004	C00735;C00003
MAR07945	R03980	3.1.6.2	C02538;C00001	C00468;C00080;C00059
MAR07948	R08942	3.1.6.2	C00001;C18044	C00080;C01953;C00059
MAR07950	R08941	3.1.6.2	C18043;C00001	C00187;C00080;C00059
MAR07952	R03404	3.1.6.2	C04555;C00001	C01227;C00080;C00059
MAR07954	R01837	5.3.3.1	C01227;C00003	C00280;C00080;C00004
MAR07955	R01836	1.1.1.239	C00280;C00080;C00004	C00003;C00535
MAR07959	R02502	2.4.1.17	C00535;C00167	C11134;C00015
MAR07962	R02358	2.4.1.17	C00468;C00167	C11133;C00015
MAR07965	R02478	2.4.1.17	C00523;C00167	C11135;C00015
MAR07968	R02352	1.1.1.62	C00468;C00080;C00004	C00951;C00003
MAR02041	R02353	1.1.1.62	C00468;C00080;C00005	C00951;C00006
MAR07973	R03327	5.3.3.1	C05138;C00003	C01176;C00080;C00004
MAR07980	R04352	2.4.1.17	C04373;C00167	C11136;C00015
MAR07984	R04683	2.4.1.17	C05141;C00167	C05504;C00015
MAR01952	R08978	2.8.2.2	C00053;C01953	C00080;C00054;C18044
MAR01953	R08942	3.1.6.2	C00001;C18044	C00080;C01953;C00059
MAR01958	R08516	4.1.2.30	C05138;C00080;C00005;C00007	C00084;C01227;C00001;C00006
MAR01967	R09957	1.1.1.145	C01227;C00003	MAM01075c;C00080;C00004
MAR01968	R09957	1.1.1.145	C01227;C00003	MAM01075r;C00080;C00004
MAR01969	R03405	2.8.2.4	C01227;C00053	C04555;C00080;C00054
MAR01973	R01838	1.1.1.62	C00280;C00080;C00005	C00006;C00535
MAR01974	R01838	1.1.1.62	C00280;C00080;C00005	C00006;C00535
MAR01976	R02497	1.3.1.22	C00080;C00005;C00535	C03917;C00006
MAR01977	R02497	1.3.1.22	C00080;C00005;C00535	C03917;C00006
MAR01978	R04344	1.1.1.50	C03917;C00080;C00005	MAM01065c;C00006
MAR01982	R03327	1.1.1.145	C05138;C00003	C00080;C00004;MAM02761c
MAR02014	R10242	1.3.1.3	C00280;C00080;C00005	C00674;C00006
MAR02015	R10242	1.3.1.22	C00280;C00080;C00005	C00674;C00006
MAR02016	R02476	1.1.1.209	C00674;C00080;C00004	C00523;C00003
MAR02017	R02476	1.1.1.209	C00674;C00080;C00004	C00523;C00003
MAR02018	R02477	1.1.1.209	C00674;C00080;C00005	C00523;C00006
MAR02019	R02477	1.1.1.209	C00674;C00080;C00005	C00523;C00006
MAR01440	R02082	1.1.1.34	C00080;C00356;C00005	C00418;C00010;C00006
MAR01445	R02245	2.7.1.36	C00418;C00002	C01107;C00008;C00080
MAR01448	R03245	2.7.4.2	C01143;C00008	C01107;C00002
MAR01454	R01123	5.3.3.2	C00129	C00235
MAR01465	R00702	2.5.1.21	C00448	C00013;C03428
MAR01467	R02872	2.5.1.21	C00080;C00005;C03428	C00006;C00013;C00751
MAR01470	R02874	1.14.13.132	C00080;C00005;C00007;C00751	C00001;C00006;C01054
MAR01473	R03199	5.4.99.7	C01054	C01724
MAR01479	R05640	1.14.13.70	MAM00937c;C00005;C00007	C11455;C00058;C00001;C00006
MAR01484	R05639	1.3.1.70	C11455;C00080;C00005	C05108;C00006
MAR01490	R07509	1.14.13.72	C05108;C00080;C00005;C00007	MAM00961c;C00001;C00006
MAR01495	R07494	1.1.1.170	C15808;C00006	C15816;C00011;C00080;C00005
MAR01500	R07495	1.1.1.270	C15816;C00080;C00006	C05103;C00005
MAR01512	R04804	5.3.3.5	C05437	C05439
MAR01516	R04667	1.14.21.6	C05439;C00080;C00005;C00007	C05107;C00001;C00006
MAR01519	R03724	1.3.1.21	C05107;C00080;C00005	C01802;C00006
MAR01526	R01457	1.3.1.72	C01802;C00080;C00005	C00187;C00006
MAR01533	R05703	1.3.1.72	C05439;C00080;C00005	C01189;C00006
MAR01557	R07215	1.14.21.6	C00080;C01189;C00004;C00007	C00001;C00003;C01164
MAR01558	R07215	1.14.21.6	C00080;C01189;C00005;C00007	C00001;C00006;C01164
MAR01565	R01456	1.3.1.21	C00080;C00005;C01164	C00187;C00006
MAR01535	R03689	1.3.1.72	C00080;C01724;C00005	C05109;C00006
MAR01540	R07499	1.3.1.70	MAM00942c;C00080;C00005	C15915;C00006
MAR01553	R03353	5.3.3.5	C03845	C01189
MAR01437	R01978	2.3.3.10	C00332;C00024;C00001	C00010;C00080;C00356
MAR01451	R01121	4.1.1.33	C01143;C00002	C00008;C00011;C00129;C00009
MAR01457	R01658	2.5.1.1	C00235;C00129	C00341;C00013
MAR01460	R02003	2.5.1.1	C00341;C00129	C00448;C00013
MAR01570	R07498	1.3.1.72	C00080;C00005;C05437	C03845;C00006
MAR01576	R01357	6.2.1.16	C00164;C00002;C00010	C00332;C00020;C00013
MAR01577	R01360	4.1.3.4	C00356	C00164;C00024
MAR03105	R00238	2.3.1.9	C00332;C00010	C00024
MAR04630	R02082	1.1.1.34	C00080;C00356;C00005	C00418;C00010;C00006
MAR02032	R04759	1.14.14.1	C00280;C00080;C00007	MAM00431c;C00001
MAR02034	R02351	1.14.14.1	MAM00433c;C00005;C00007	C00468;C00058;C00001;C00006
MAR02036	R02353	1.1.1.62	C00468;C00080;C00005	C00951;C00006
MAR02037	R02350	2.8.2.4	C00468;C00053	C02538;C00080;C00054
MAR02038	R03980	3.1.6.1	C02538;C00001	C00468;C00080;C00059
MAR02042	R03090	1.14.14.1	C00951;C00080;C00005;C00007	C05301;C00001;C00006
MAR02043	R03090	1.14.14.1	C00951;C00080;C00005;C00007	C05301;C00001;C00006
MAR02044	R04764	2.1.1.6	MAM00644c;C00080;C00021	C05301;C00019
MAR02045	R04764	2.1.1.6	C05301;C00019	C05302;C00080;C00021
MAR02053	R02356	1.14.14.1	C00468;C00080;C00005;C00007	C05300;C00001;C00006
MAR02054	R02356	1.14.14.1	C00468;C00080;C00005;C00007	C05300;C00001;C00006
MAR02055	R02355	1.14.13.67	C00468;C00080;C00005;C00007	C05298;C00001;C00006
MAR02056	R02355	1.14.13.67	C00468;C00080;C00005;C00007	C05298;C00001;C00006
MAR02057	R02355	1.14.13.67	C00468;C00080;C00005;C00007	C05298;C00001;C00006
MAR02058	R04762	2.1.1.6	C05298;C00019	C05299;C00080;C00021
MAR02059	R04762	2.1.1.6	C05298;C00019	C05299;C00080;C00021
MAR03538	R02115	3.1.1.13	MAM01498l;C00001	C00187;C00080;C02679
MAR03539	R02115	3.1.1.13	MAM01510l;C00001	C00187;C00080;C17076
MAR03540	R02115	3.1.1.13	MAM01501l;C00001	C00187;C00080;C06424
MAR03541	R02115	3.1.1.13	MAM01487l;C00001	MAM00128l;C00187;C00080
MAR03542	R02115	3.1.1.13	MAM01479l;C00001	MAM00117l;C00187;C00080
MAR03543	R02115	3.1.1.13	MAM01470l;C00001	C00187;C00080;MAM02745l
MAR03544	R02115	3.1.1.13	MAM01506l;C00001	C00187;C00080;C16537
MAR03545	R02115	3.1.1.13	C11251;C00001	C00187;C00080;C00249
MAR03546	R02115	3.1.1.13	MAM01477l;C00001	MAM01197l;C00187;C00080
MAR03547	R02115	3.1.1.13	MAM01505l;C00001	C00187;C00080;C08362
MAR03548	R02115	3.1.1.13	MAM01495l;C00001	C00187;C00080;MAM02456l
MAR03549	R02115	3.1.1.13	MAM01454l;C00001	MAM00003l;C00187;C00080
MAR03550	R02115	3.1.1.13	MAM01485l;C00001	C16536;C00187;C00080
MAR03551	R02115	3.1.1.13	MAM01507l;C00001	C00187;C00080;C01530
MAR03552	R02115	3.1.1.13	MAM01503l;C00001	C00187;C00080;C00712
MAR03553	R02115	3.1.1.13	MAM01464l;C00001	MAM00019l;C00187;C00080
MAR03554	R02115	3.1.1.13	MAM01489l;C00001	C00187;C08367;C00080
MAR03555	R02115	3.1.1.13	MAM01486l;C00001	C00187;C00712;C00080
MAR03556	R02115	3.1.1.13	MAM01478l;C00001	MAM00115l;C00187;C00080
MAR03557	R02115	3.1.1.13	MAM01474l;C00001	MAM00104l;C00187;C00080
MAR03558	R02115	3.1.1.13	MAM01502l;C00001	C00187;C00080;C16535
MAR03559	R02115	3.1.1.13	MAM01492l;C00001	C00187;C06425;C00080
MAR03560	R02115	3.1.1.13	MAM01463l;C00001	MAM00017l;C00187;C00080
MAR03561	R02115	3.1.1.13	MAM01458l;C00001	C00187;C16526;C00080
MAR03562	R02115	3.1.1.13	MAM01484l;C00001	MAM01235l;C00187;C00080
MAR03563	R02115	3.1.1.13	MAM01481l;C00001	MAM01207l;C00187;C00080
MAR03564	R02115	3.1.1.13	MAM01469l;C00001	C00187;C00080;MAM02457l
MAR03565	R02115	3.1.1.13	MAM01494l;C00001	C00187;C00080;MAM02053l
MAR03566	R02115	3.1.1.13	MAM01491l;C00001	C08281;C00187;C00080
MAR03567	R02115	3.1.1.13	MAM01462l;C00001	C00187;C08316;C00080
MAR03568	R02115	3.1.1.13	MAM01457l;C00001	C00187;MAM01582l;C00080
MAR03569	R02115	3.1.1.13	MAM01509l;C00001	C00187;C00080;MAM03045l
MAR03570	R02115	3.1.1.13	MAM01508l;C00001	C00187;C00080;C08320
MAR03571	R02115	3.1.1.13	MAM01465l;C00001	C00187;C00080;C08323
MAR03572	R02115	3.1.1.13	MAM01496l;C00001	MAM01432l;C00187;C00080
MAR03573	R02115	3.1.1.13	MAM01497l;C00001	C00187;C00080;MAM03153l
MAR03574	R02115	3.1.1.13	MAM01500l;C00001	C00187;C00080;C06427
MAR03575	R02115	3.1.1.13	MAM01473l;C00001	C00187;C00080;C16300
MAR03576	R02115	3.1.1.13	MAM01480l;C00001	C00187;C00080;MAM02648l
MAR03577	R02115	3.1.1.13	MAM01468l;C00001	C00187;C06428;C00080
MAR03578	R02115	3.1.1.13	MAM01475l;C00001	C00187;C16513;C00080
MAR03579	R02115	3.1.1.13	MAM01482l;C00001	MAM00135l;C00187;C00080
MAR03580	R02115	3.1.1.13	MAM01471l;C00001	MAM00114l;C00187;C00080
MAR03581	R02115	3.1.1.13	MAM01466l;C00001	C00187;C06429;C00080
MAR03582	R02115	3.1.1.13	MAM01455l;C00001	C16522;C00187;C00080
MAR03583	R02115	3.1.1.13	MAM01460l;C00001	C16534;C00187;C00080
MAR03584	R02115	3.1.1.13	MAM01452l;C00001	MAM00260l;C00187;C00080
MAR03585	R02115	3.1.1.13	MAM01459l;C00001	MAM00315l;C00187;C00080
MAR03586	R02115	3.1.1.13	MAM01499l;C00001	C00187;C00080;C01595
MAR03587	R02115	3.1.1.13	MAM01493l;C00001	C00187;C06426;C00080
MAR03588	R02115	3.1.1.13	MAM01490l;C00001	C00187;C03242;C00080
MAR03589	R02115	3.1.1.13	MAM01488l;C00001	C00219;C00187;C00080
MAR03590	R02115	3.1.1.13	MAM01476l;C00001	C16527;C00187;C00080
MAR03591	R02115	3.1.1.13	MAM01483l;C00001	MAM00132l;C00187;C00080
MAR03592	R02115	3.1.1.13	MAM01472l;C00001	MAM00111l;C00187;C00080
MAR03593	R02115	3.1.1.13	MAM01467l;C00001	MAM00094l;C00187;C00080
MAR03594	R02115	3.1.1.13	MAM01456l;C00001	C16525;C00187;C00080
MAR03595	R02115	3.1.1.13	MAM01461l;C00001	C16533;C00187;C00080
MAR03596	R02115	3.1.1.13	MAM01453l;C00001	MAM00265l;C00187;C00080
MAR03625	R01461	2.3.1.26	C00187;C01832	MAM01498r;C00010
MAR03626	R01461	2.3.1.26	C00187;MAM03050r	MAM01510r;C00010
MAR03627	R01461	2.3.1.26	C00187;C02593	MAM01501r;C00010
MAR03628	R01461	2.3.1.26	MAM00129r;C00187	MAM01487r;C00010
MAR03629	R01461	2.3.1.26	MAM00118r;C00187	MAM01479r;C00010
MAR03630	R01461	2.3.1.26	MAM01141r;C00187	MAM01470r;C00010
MAR03631	R01461	2.3.1.26	C00187;MAM02689r	MAM01506r;C00010
MAR03632	R01461	2.3.1.26	C00187;C00154	C11251;C00010
MAR03633	R01461	2.3.1.26	MAM01191r;C00187	MAM01477r;C00010
MAR03634	R01461	2.3.1.26	C00187;MAM02677r	MAM01505r;C00010
MAR03635	R01461	2.3.1.26	C00187;MAM02101r	MAM01495r;C00010
MAR03636	R01461	2.3.1.26	MAM00004r;C00187	MAM01454r;C00010
MAR03637	R01461	2.3.1.26	MAM01237r;C00187	MAM01485r;C00010
MAR03638	R01461	2.3.1.26	C00187;C00412	MAM01507r;C00010
MAR03639	R01461	2.3.1.26	MAM00020r;C00187	MAM01464r;C00010
MAR03640	R01461	2.3.1.26	C00187;MAM01586r	MAM01489r;C00010
MAR03641	R01461	2.3.1.26	C00187;C00510	MAM01503r;C00010
MAR03642	R01461	2.3.1.26	MAM00127r;C00187	MAM01486r;C00010
MAR03643	R01461	2.3.1.26	MAM00116r;C00187	MAM01478r;C00010
MAR03644	R01461	2.3.1.26	MAM00106r;C00187	MAM01474r;C00010
MAR03645	R01461	2.3.1.26	C00187;MAM02612r	MAM01502r;C00010
MAR03646	R01461	2.3.1.26	C00187;C02041	MAM01492r;C00010
MAR03647	R01461	2.3.1.26	MAM00018r;C00187	MAM01463r;C00010
MAR03648	R01461	2.3.1.26	MAM00007r;C00187	MAM01458r;C00010
MAR03649	R01461	2.3.1.26	MAM01236r;C00187	MAM01484r;C00010
MAR03650	R01461	2.3.1.26	MAM00123r;C00187	MAM01481r;C00010
MAR03651	R01461	2.3.1.26	MAM00101r;C00187	MAM01469r;C00010
MAR03652	R01461	2.3.1.26	C00187;MAM02052r	MAM01494r;C00010
MAR03653	R01461	2.3.1.26	C00187;C16528	MAM01491r;C00010
MAR03654	R01461	2.3.1.26	C16531;C00187	MAM01462r;C00010
MAR03655	R01461	2.3.1.26	MAM00006r;C00187	MAM01457r;C00010
MAR03656	R01461	2.3.1.26	C00187;MAM03047r	MAM01509r;C00010
MAR03657	R01461	2.3.1.26	C00187;C16529	MAM01508r;C00010
MAR03658	R01461	2.3.1.26	C16532;C00187	MAM01465r;C00010
MAR03659	R01461	2.3.1.26	C00187;MAM02110r	MAM01496r;C00010
MAR03660	R01461	2.3.1.26	C00187;MAM02112r	MAM01497r;C00010
MAR03661	R01461	2.3.1.26	C00187;C16162	MAM01500r;C00010
MAR03662	R01461	2.3.1.26	C16163;C00187	MAM01473r;C00010
MAR03663	R01461	2.3.1.26	C16164;C00187	MAM01480r;C00010
MAR03664	R01461	2.3.1.26	C16165;C00187	MAM01468r;C00010
MAR03665	R01461	2.3.1.26	C16166;C00187	MAM01475r;C00010
MAR03666	R01461	2.3.1.26	C16167;C00187	MAM01482r;C00010
MAR03667	R01461	2.3.1.26	C16168;C00187	MAM01471r;C00010
MAR03668	R01461	2.3.1.26	C16169;C00187	MAM01466r;C00010
MAR03669	R01461	2.3.1.26	C16179;C00187	MAM01455r;C00010
MAR03670	R01461	2.3.1.26	MAM00343r;C00187	MAM01460r;C00010
MAR03671	R01461	2.3.1.26	MAM00262r;C00187	MAM01452r;C00010
MAR03672	R01461	2.3.1.26	MAM00317r;C00187	MAM01459r;C00010
MAR03673	R01461	2.3.1.26	C00187;C02050	MAM01499r;C00010
MAR03674	R01461	2.3.1.26	C00187;C03035	MAM01493r;C00010
MAR03675	R01461	2.3.1.26	C00187;C03595	MAM01490r;C00010
MAR03676	R01461	2.3.1.26	C02249;C00187	MAM01488r;C00010
MAR03677	R01461	2.3.1.26	C16170;C00187	MAM01476r;C00010
MAR03678	R01461	2.3.1.26	C16171;C00187	MAM01483r;C00010
MAR03679	R01461	2.3.1.26	C16172;C00187	MAM01472r;C00010
MAR03680	R01461	2.3.1.26	C16173;C00187	MAM01467r;C00010
MAR03681	R01461	2.3.1.26	C16180;C00187	MAM01456r;C00010
MAR03682	R01461	2.3.1.26	C16645;C00187	MAM01461r;C00010
MAR03683	R01461	2.3.1.26	MAM00264r;C00187	MAM01453r;C00010
MAR03684	R02115	3.1.1.13	MAM01498r;C00001	C00187;C00080;C02679
MAR03685	R02115	3.1.1.13	MAM01510r;C00001	C00187;C00080;C17076
MAR03686	R02115	3.1.1.13	MAM01501r;C00001	C00187;C00080;C06424
MAR03687	R02115	3.1.1.13	MAM01487r;C00001	MAM00128r;C00187;C00080
MAR03688	R02115	3.1.1.13	MAM01479r;C00001	MAM00117r;C00187;C00080
MAR03689	R02115	3.1.1.13	MAM01470r;C00001	C00187;C00080;MAM02745r
MAR03690	R02115	3.1.1.13	MAM01506r;C00001	C00187;C00080;C16537
MAR03691	R02115	3.1.1.13	C11251;C00001	C00187;C00080;C00249
MAR03692	R02115	3.1.1.13	MAM01477r;C00001	MAM01197r;C00187;C00080
MAR03693	R02115	3.1.1.13	MAM01505r;C00001	C00187;C00080;C08362
MAR03694	R02115	3.1.1.13	MAM01495r;C00001	C00187;C00080;MAM02456r
MAR03695	R02115	3.1.1.13	MAM01454r;C00001	MAM00003r;C00187;C00080
MAR03696	R02115	3.1.1.13	MAM01485r;C00001	C16536;C00187;C00080
MAR03697	R02115	3.1.1.13	MAM01507r;C00001	C00187;C00080;C01530
MAR03698	R02115	3.1.1.13	MAM01464r;C00001	MAM00019r;C00187;C00080
MAR03699	R02115	3.1.1.13	MAM01489r;C00001	C00187;C08367;C00080
MAR03700	R02115	3.1.1.13	MAM01503r;C00001	C00187;C00080;C00712
MAR03701	R02115	3.1.1.13	MAM01486r;C00001	C00187;C00712;C00080
MAR03702	R02115	3.1.1.13	MAM01478r;C00001	MAM00115r;C00187;C00080
MAR03703	R02115	3.1.1.13	MAM01474r;C00001	MAM00104r;C00187;C00080
MAR03704	R02115	3.1.1.13	MAM01502r;C00001	C00187;C00080;C16535
MAR03705	R02115	3.1.1.13	MAM01492r;C00001	C00187;C06425;C00080
MAR03706	R02115	3.1.1.13	MAM01463r;C00001	MAM00017r;C00187;C00080
MAR03707	R02115	3.1.1.13	MAM01458r;C00001	C00187;C16526;C00080
MAR03708	R02115	3.1.1.13	MAM01484r;C00001	MAM01235r;C00187;C00080
MAR03709	R02115	3.1.1.13	MAM01481r;C00001	MAM01207r;C00187;C00080
MAR03710	R02115	3.1.1.13	MAM01469r;C00001	C00187;C00080;MAM02457r
MAR03711	R02115	3.1.1.13	MAM01494r;C00001	C00187;C00080;MAM02053r
MAR03712	R02115	3.1.1.13	MAM01491r;C00001	C08281;C00187;C00080
MAR03713	R02115	3.1.1.13	MAM01462r;C00001	C00187;C08316;C00080
MAR03714	R02115	3.1.1.13	MAM01457r;C00001	C00187;MAM01582r;C00080
MAR03715	R02115	3.1.1.13	MAM01509r;C00001	C00187;C00080;MAM03045r
MAR03716	R02115	3.1.1.13	MAM01508r;C00001	C00187;C00080;C08320
MAR03717	R02115	3.1.1.13	MAM01465r;C00001	C00187;C00080;C08323
MAR03718	R02115	3.1.1.13	MAM01496r;C00001	MAM01432r;C00187;C00080
MAR03719	R02115	3.1.1.13	MAM01497r;C00001	C00187;C00080;MAM03153r
MAR03720	R02115	3.1.1.13	MAM01500r;C00001	C00187;C00080;C06427
MAR03721	R02115	3.1.1.13	MAM01473r;C00001	C00187;C00080;C16300
MAR03722	R02115	3.1.1.13	MAM01480r;C00001	C00187;C00080;MAM02648r
MAR03723	R02115	3.1.1.13	MAM01468r;C00001	C00187;C06428;C00080
MAR03724	R02115	3.1.1.13	MAM01475r;C00001	C00187;C16513;C00080
MAR03725	R02115	3.1.1.13	MAM01482r;C00001	MAM00135r;C00187;C00080
MAR03726	R02115	3.1.1.13	MAM01471r;C00001	MAM00114r;C00187;C00080
MAR03727	R02115	3.1.1.13	MAM01466r;C00001	C00187;C06429;C00080
MAR03728	R02115	3.1.1.13	MAM01455r;C00001	C16522;C00187;C00080
MAR03729	R02115	3.1.1.13	MAM01460r;C00001	C16534;C00187;C00080
MAR03730	R02115	3.1.1.13	MAM01452r;C00001	MAM00260r;C00187;C00080
MAR03731	R02115	3.1.1.13	MAM01459r;C00001	MAM00315r;C00187;C00080
MAR03732	R02115	3.1.1.13	MAM01499r;C00001	C00187;C00080;C01595
MAR03733	R02115	3.1.1.13	MAM01493r;C00001	C00187;C06426;C00080
MAR03734	R02115	3.1.1.13	MAM01490r;C00001	C00187;C03242;C00080
MAR03735	R02115	3.1.1.13	MAM01488r;C00001	C00219;C00187;C00080
MAR03736	R02115	3.1.1.13	MAM01476r;C00001	C16527;C00187;C00080
MAR03737	R02115	3.1.1.13	MAM01483r;C00001	MAM00132r;C00187;C00080
MAR03738	R02115	3.1.1.13	MAM01472r;C00001	MAM00111r;C00187;C00080
MAR03739	R02115	3.1.1.13	MAM01467r;C00001	MAM00094r;C00187;C00080
MAR03740	R02115	3.1.1.13	MAM01456r;C00001	C16525;C00187;C00080
MAR03741	R02115	3.1.1.13	MAM01461r;C00001	C16533;C00187;C00080
MAR03742	R02115	3.1.1.13	MAM01453r;C00001	MAM00265r;C00187;C00080
MAR00715	R06526	1.14.-.-	MAM01699c;C00080;C00005;C00007	C00001;C00006;C12145
MAR00716	R06528	3.5.1.23	C00001;C12145	C12144;C00162
MAR00733	R01496	3.5.1.23	C00195;C00010;C00080	C00319;C00040
MAR00735	R08969	2.7.8.27	C00195;C00157	C00550;C00641
MAR00736	R08969	2.7.8.27	C00195;C00157	C00641;C00550
MAR00738	R01281	2.3.1.50	C00080;C00154;C00065	C02934;C00011;C00010
MAR00741	R02978	1.1.1.102	C02934;C00080;C00005	C00006;C00836
MAR00744	R02976	2.7.1.91	C00002;C00836	C00008;C00080;C01120
MAR00746	R06520	3.1.3.4	C00001;C01120	C00009;C00836
MAR00748	R02464	4.1.2.27	C00346;C00517	C01120
MAR00753	R06518	3.5.1.23	MAM01699c;C00001	C00836;C00162
MAR00758	R01496	2.3.1.24	C00195;C00010;C00080	C00319;C00040
MAR00760	R01495	2.7.1.138	C00002;C00195	C00008;MAM01431c;C00080
MAR00761	R01497	2.4.1.80	C00195;C00029	C01190;C00080;C00015
MAR00762	R01498	3.2.1.45	C01190;C00001	C00195;C00031
MAR00765	R03354	2.4.1.-	C01190;C00052	C00080;C01290;C00015
MAR00767	R06522	3.1.3.4	MAM01431c;C00001	C00195;C00009
MAR00773	R01926	2.7.1.91	C00002;C00319	C00008;C00080;C06124
MAR00775	R06521	3.1.3.4	C00001;C06124	C00009;C00319
MAR00779	R06516	4.1.2.27	C06124	C00346;C06123
MAR00781	R02463	1.3.1.27	C00080;C06123;C00005	C00517;C00006
MAR00783	R06521	3.1.3.4	C00001;C06124	C00009;C00319
MAR00795	R02541	3.1.4.12	C00001;C00550	C00195;C00080;C00588
MAR08147	R03354	2.4.1.-	C01190;C00052	C00080;C01290;C00015
MAR08148	R05960	2.4.1.228	C01290;C00052	C04737;C00080;C00015
MAR08149	R05962	2.4.1.79	C04737;C00203	C03272;C00080;C00015
MAR08165	R05938	2.4.1.92	C01290;C00203	C06135;C00080;C00015
MAR08166	R05956	2.4.1.62	C06135;C00052	C06136;C00080;C00015
MAR08167	R05957	2.4.99.4	C00128;C06136	C00055;G00125;C00080
MAR08171	R05958	2.4.99.-	C00128;G00125	C00055;G00126;C00080
MAR08175	R05945	2.4.99.-	C00128;C04927	C00055;G00128;C00080
MAR08176	R05954	2.4.99.-	C00128;G00120	C00055;G00121;C00080
MAR08178	R05951	2.4.99.-	C00128;C06140	C00055;G00129;C00080
MAR08180	R05947	2.4.99.-	C00128;C06133	C00055;C06299;C00080
MAR08181	R05950	2.4.99.-	C00128;C06140	C00055;C06139;C00080
MAR08182	R05943	2.4.99.-	C00128;C04927	C00055;C06138;C00080
MAR08184	R05937	2.4.99.9	C00128;C01290	C00055;C04730;C00080
MAR08185	R05941	2.4.1.62	C04884;C00052	C04911;C00080;C00015
MAR08186	R05948	2.4.1.62	C06134;C00052	C06141;C00080;C00015
MAR08187	R05953	2.4.1.62	G00119;C00052	G00120;C00080;C00015
MAR08188	R05942	2.4.99.4	C00128;C04911	C00055;C04927;C00080
MAR08189	R05949	2.4.99.4	C00128;C06141	C00055;C06140;C00080
MAR08190	R05939	2.4.1.92	C04730;C00203	C04884;C00080;C00015
MAR08191	R05946	2.4.1.92	C06133;C00203	C06134;C00080;C00015
MAR08192	R05952	2.4.1.92	C06299;C00203	G00119;C00080;C00015
MAR00786	R03355	3.2.1.23	C00001;C01290	C00984;C01190
MAR08210	R03617	3.2.1.46	C02686;C00001	C00195;C00984
MAR08212	R05105	2.8.2.11	C06126;C00053	C06127;C00080;C00054
MAR08217	R04019	3.2.1.22	C06126;C00001	C02686;C00984
MAR08233	R06520	3.1.3.-	C00001;C01120	C00009;C00836
MAR08235	R06521	3.1.3.-	C00001;C06124	C00009;C00319
MAR08237	R02464	4.1.2.27	C01120	C00346;C00517
MAR08242	R02541	3.1.4.12	C00001;C00550	C00195;C00080;C00588
MAR08248	R01497	2.4.1.80	C00195;C00029	C01190;C00080;C00015
MAR00453	R01041	1.1.1.1	C02154;C00080;C00005	C00116;C00006
MAR00456	R01752	1.2.1.3	C02154;C00001;C00003	C00258;C00080;C00004
MAR00458	R01041	1.1.1.1	C00116;C00006	C02154;C00080;C00005
MAR00459	R01752	1.2.1.3	C02154;C00001;C00003	C00258;C00080;C00004
MAR00463	R01315	3.1.1.4	C00001;C00157	C04230;C00080;C00162
MAR00588	R02241	2.3.1.51	C00681;C00040	C00010;C00416
MAR00596	R02239	3.1.3.4	C00001;C00416	C00641;C00009
MAR00673	R02757	2.7.1.94	C01885;C00002	C00008;C00080;C00681
MAR00674	R02757	2.7.1.94	C01885;C00002	C00008;C00080;C00681
MAR00675	R02757	2.7.1.94	C01885;C00002	C00008;C00080;C00681
MAR00676	R02757	2.7.1.94	C01885;C00002	C00008;C00080;C00681
MAR00677	R02757	2.7.1.94	C01885;C00002	C00008;C00080;C00681
MAR00678	R02757	2.7.1.94	C01885;C00002	C00008;C00080;C00681
MAR04296	R00748	4.2.3.2	C00346;C00001	C00084;C00080;C00014;C00009
